YearCode,AreaCode,Data,RowRef,Measure,NoteCodes
201819,526,1.937629938,2,2,
201819,526,3.544698545,3,2,
201819,526,3.975051975,1,2,
201819,526,932,2,1,
201819,526,1705,3,1,
201819,526,1912,1,1,
201819,528,1.317800559,3,2,
201819,528,3.172413793,2,2,
201819,528,4.448275862,1,2,
201819,528,1414,3,1,
201819,528,3404,2,1,
201819,528,4773,1,1,
201819,530,0.554046714,2,2,
201819,530,1.410646388,3,2,
201819,530,4.476371537,1,2,
201819,530,1020,2,1,
201819,530,2597,3,1,
201819,530,8241,1,1,
201819,532,1.24034188,2,2,
201819,532,2.41982906,3,2,
201819,532,3.056410256,1,2,
201819,532,3628,2,1,
201819,532,7078,3,1,
201819,532,8940,1,1,
201819,534,0.371453138,3,2,
201819,534,3.351246776,2,2,
201819,534,3.439380911,1,2,
201819,534,864,3,1,
201819,534,7795,2,1,
201819,534,8000,1,1,
201819,536,0.474424552,3,2,
201819,536,2.058823529,2,2,
201819,536,5.224424552,1,2,
201819,536,742,3,1,
201819,536,3220,2,1,
201819,536,8171,1,1,
201819,538,0.490551181,2,2,
201819,538,0.741732283,3,2,
201819,538,5.556692913,1,2,
201819,538,623,2,1,
201819,538,942,3,1,
201819,538,7057,1,1,
201819,540,0.456904265,2,2,
201819,540,0.506710409,3,2,
201819,540,4.580674023,1,2,
201819,540,1532,2,1,
201819,540,1699,3,1,
201819,540,15359,1,1,
201819,542,0,3,1,
201819,542,0,3,2,
201819,542,1.12275664,2,2,
201819,542,3.305814788,1,2,
201819,542,1564,2,1,
201819,542,4605,1,1,
201819,544,0.66301059,2,2,
201819,544,0.849470499,3,2,
201819,544,4.798789713,1,2,
201819,544,1753,2,1,
201819,544,2246,3,1,
201819,544,12688,1,1,
201819,545,0.45681382,3,2,
201819,545,3.250479846,2,2,
201819,545,4.34452975,1,2,
201819,545,476,3,1,
201819,545,3387,2,1,
201819,545,4527,1,1,
201819,546,0.228767123,3,2,
201819,546,1.537328767,2,2,
201819,546,2.03390411,1,2,
201819,546,668,3,1,
201819,546,4489,2,1,
201819,546,5939,1,1,
201819,548,2.745583039,2,2,
201819,548,3.835689046,3,2,
201819,548,5.480565371,1,2,
201819,548,1554,2,1,
201819,548,2171,3,1,
201819,548,3102,1,1,
201819,550,0.717275495,3,2,
201819,550,1.056697108,2,2,
201819,550,3.629375951,1,2,
201819,550,1885,3,1,
201819,550,2777,2,1,
201819,550,9538,1,1,
201819,552,0.420157346,3,2,
201819,552,1.658728471,2,2,
201819,552,5.702105039,1,2,
201819,552,1976,3,1,
201819,552,7801,2,1,
201819,552,26817,1,1,
201819,596,0.934863589,3,2,a
201819,596,1.450262329,2,2,a
201819,596,4.15773872,1,2,a
201819,596,35637,3,1,t
201819,596,55284,2,1,t
201819,596,158493,1,1,t
201920,512,1.115492958,2,2,
201920,512,1.308450704,3,2,
201920,512,3.188732394,1,2,
201920,512,792,2,1,
201920,512,929,3,1,
201920,512,2264,1,1,
201920,514,0.263527054,3,2,
201920,514,1.755511022,2,2,
201920,514,4.304609218,1,2,
201920,514,263,3,1,
201920,514,1752,2,1,
201920,514,4296,1,1,
201920,516,0.860920666,2,2,
201920,516,1.063663075,3,2,
201920,516,3.418217434,1,2,
201920,516,879,2,1,
201920,516,1086,3,1,
201920,516,3490,1,1,
201920,518,1.081283422,2,2,
201920,518,2.130481283,3,2,
201920,518,3.315508021,1,2,
201920,518,1011,2,1,
201920,518,1992,3,1,
201920,518,3100,1,1,
201920,520,0.435312024,2,2,
201920,520,1.725266362,3,2,
201920,520,3.904109589,1,2,
201920,520,572,2,1,
201920,520,2267,3,1,
201920,520,5130,1,1,
201920,522,1.006040268,3,2,
201920,522,1.936241611,2,2,
201920,522,4.026174497,1,2,
201920,522,1499,3,1,
201920,522,2885,2,1,
201920,522,5999,1,1,
201920,524,0.217391304,3,2,
201920,524,1.143961353,2,2,
201920,524,3.6647343,1,2,
201920,524,225,3,1,
201920,524,1184,2,1,
201920,524,3793,1,1,
201920,526,1.870212766,2,2,
201920,526,3.506382979,1,2,
201920,526,4.221276596,3,2,
201920,526,879,2,1,
201920,526,1648,1,1,
201920,526,1984,3,1,
201920,528,2.088924818,3,2,
201920,528,2.438965238,2,2,
201920,528,4.164915117,1,2,
201920,528,2584,3,1,
201920,528,3017,2,1,
201920,528,5152,1,1,
201920,530,0.559664694,2,2,
201920,530,1.051282051,3,2,
201920,530,3.74112426,1,2,
201920,530,1135,2,1,
201920,530,2132,3,1,
201920,530,7587,1,1,
201920,532,0.93557423,2,2,
201920,532,1.515406162,3,2,
201920,532,2.980742297,1,2,
201920,532,2672,2,1,
201920,532,4328,3,1,
201920,532,8513,1,1,
201920,534,0.476536043,3,2,
201920,534,3.455249153,2,2,
201920,534,3.508466376,1,2,
201920,534,985,3,1,
201920,534,7142,2,1,
201920,534,7252,1,1,
201920,536,0.79494008,3,2,
201920,536,2.533288948,2,2,
201920,536,5.304926764,1,2,
201920,536,1194,3,1,
201920,536,3805,2,1,
201920,536,7968,1,1,
201920,538,0.37414966,3,2,
201920,538,0.517857143,2,2,
201920,538,5.022108844,1,2,
201920,538,440,3,1,
201920,538,609,2,1,
201920,538,5906,1,1,
201920,540,0.330764075,2,2,
201920,540,0.425268097,3,2,
201920,540,4.350201072,1,2,
201920,540,987,2,1,
201920,540,1269,3,1,
201920,540,12981,1,1,
201920,542,1.122344945,2,2,
201920,542,4.127442651,1,2,
201920,542,1321,2,1,
201920,542,4858,1,1,
201920,544,0.61295613,2,2,
201920,544,1.051660517,3,2,
201920,544,4.98195982,1,2,
201920,544,1495,2,1,
201920,544,2565,3,1,
201920,544,12151,1,1,
201920,545,0.526416907,3,2,
201920,545,2.202689721,2,2,
201920,545,4.102785783,1,2,
201920,545,548,3,1,
201920,545,2293,2,1,
201920,545,4271,1,1,
201920,546,0.283538796,3,2,
201920,546,1.024655547,2,2,
201920,546,2.054749819,1,2,
201920,546,782,3,1,
201920,546,2826,2,1,
201920,546,5667,1,1,
201920,548,1.069918699,2,2,
201920,548,2.510569106,3,2,
201920,548,4.338211382,1,2,
201920,548,658,2,1,
201920,548,1544,3,1,
201920,548,2668,1,1,
201920,550,0.714801444,2,2,
201920,550,0.903183459,3,2,
201920,550,2.95864785,1,2,
201920,550,2178,2,1,
201920,550,2752,3,1,
201920,550,9015,1,1,
201920,552,0.407668394,3,2,
201920,552,1.446632124,2,2,
201920,552,5.142797927,1,2,
201920,552,1967,3,1,
201920,552,6980,2,1,
201920,552,24814,1,1,
201920,596,0.883631544,3,2,a
201920,596,1.247766733,2,2,a
201920,596,3.936991385,1,2,a
201920,596,33335,3,1,t
201920,596,47072,2,1,t
201920,596,148523,1,1,t
202021,512,1.4144427,2,2,
202021,512,1.494505495,3,2,
202021,512,3.778649922,1,2,
202021,512,901,2,1,
202021,512,952,3,1,
202021,512,2407,1,1,
202021,514,0.237447699,3,2,
202021,514,1.906903766,2,2,
202021,514,7.127615063,1,2,
202021,514,227,3,1,
202021,514,1823,2,1,
202021,514,6814,1,1,
202021,516,0,3,1,
202021,516,0,3,2,
202021,516,1.176470588,2,2,
202021,516,2.835493519,1,2,
202021,516,1180,2,1,
202021,516,2844,1,1,
202021,518,0,3,1,
202021,518,0,3,2,
202021,518,7.21E-02,2,2,
202021,518,1.812638581,1,2,
202021,518,65,2,1,
202021,518,1635,1,1,
202021,520,0.268588771,2,2,
202021,520,4.775417299,1,2,
202021,520,5.245068285,3,2,
202021,520,354,2,1,
202021,520,6294,1,1,
202021,520,6913,3,1,
202021,522,2.353140917,3,2,
202021,522,3.265704584,2,2,
202021,522,4.55008489,1,2,
202021,522,2772,3,1,
202021,522,3847,2,1,
202021,522,5360,1,1,
202021,524,0.345226615,3,2,
202021,524,3.482160077,2,2,
202021,524,4.331726133,1,2,
202021,524,358,3,1,
202021,524,3611,2,1,
202021,524,4492,1,1,
202021,526,1.727810651,2,2,
202021,526,4.029585799,1,2,
202021,526,10.47928994,3,2,
202021,526,584,2,1,
202021,526,1362,1,1,
202021,526,3542,3,1,
202021,528,6.204887218,2,2,
202021,528,7.090225564,3,2,
202021,528,10.29323308,1,2,
202021,528,3301,2,1,
202021,528,3772,3,1,
202021,528,5476,1,1,
202021,530,1.465238095,2,2,
202021,530,1.70952381,3,2,
202021,530,5.691904762,1,2,
202021,530,3077,2,1,
202021,530,3590,3,1,
202021,530,11953,1,1,
202021,532,1.57591623,2,2,
202021,532,5.762303665,3,2,
202021,532,7.419371728,1,2,
202021,532,3010,2,1,
202021,532,11006,3,1,
202021,532,14171,1,1,
202021,534,1.537731134,3,2,
202021,534,3.635182409,2,2,
202021,534,5.113943028,1,2,
202021,534,3077,3,1,
202021,534,7274,2,1,
202021,534,10233,1,1,
202021,536,2.384263495,3,2,
202021,536,5.965233303,1,2,
202021,536,10.54986276,2,2,
202021,536,2606,3,1,
202021,536,6520,1,1,
202021,536,11531,2,1,
202021,538,0.237957611,3,2,
202021,538,0.554913295,2,2,
202021,538,4.778420039,1,2,
202021,538,247,3,1,
202021,538,576,2,1,
202021,538,4960,1,1,
202021,540,0.411129848,3,2,
202021,540,0.848229342,2,2,
202021,540,5.901517707,1,2,
202021,540,1219,3,1,
202021,540,2515,2,1,
202021,540,17498,1,1,
202021,542,0.626789366,2,2,
202021,542,2.282208589,1,2,
202021,542,613,2,1,
202021,542,2232,1,1,
202021,544,0.870992661,2,2,
202021,544,1.747006566,3,2,
202021,544,3.185786018,1,2,
202021,544,2255,2,1,
202021,544,4523,3,1,
202021,544,8248,1,1,
202021,545,0.561352657,3,2,
202021,545,5.131400966,2,2,
202021,545,6.058937198,1,2,
202021,545,581,3,1,
202021,545,5311,2,1,
202021,545,6271,1,1,
202021,546,1.584037559,2,2,
202021,546,3.101408451,3,2,
202021,546,5.364319249,1,2,
202021,546,1687,2,1,
202021,546,3303,3,1,
202021,546,5713,1,1,
202021,548,1.071813285,2,2,
202021,548,3.389587074,3,2,
202021,548,4.777378815,1,2,
202021,548,597,2,1,
202021,548,1888,3,1,
202021,548,2661,1,1,
202021,550,0,3,1,
202021,550,0,3,2,
202021,550,1.045376418,2,2,
202021,550,4.081127535,1,2,
202021,550,3041,2,1,
202021,550,11872,1,1,
202021,552,0.620698998,3,2,
202021,552,1.755892712,2,2,
202021,552,4.54375508,1,2,
202021,552,2291,3,1,
202021,552,6481,2,1,
202021,552,16771,1,1,
202021,596,1.660813018,3,2,a
202021,596,1.999057552,2,2,a
202021,596,4.894037447,1,2,a
202021,596,52867,3,1,t
202021,596,63634,2,1,t
202021,596,155787,1,1,t
202122,512,1.190839695,3,2,
202122,512,1.253435115,2,2,
202122,512,3.458015267,1,2,
202122,512,780,3,1,
202122,512,821,2,1,
202122,512,2265,1,1,
202122,514,0.688109162,3,2,
202122,514,1.912280702,2,2,
202122,514,5.413255361,1,2,
202122,514,706,3,1,
202122,514,1962,2,1,
202122,514,5554,1,1,
202122,516,0,3,1,
202122,516,0,3,2,
202122,516,0.903196347,2,2,
202122,516,1.530593607,1,2,
202122,516,989,2,1,
202122,516,1676,1,1,
202122,518,0.121775026,3,2,
202122,518,0.637770898,2,2,
202122,518,2.922600619,1,2,
202122,518,118,3,1,
202122,518,618,2,1,
202122,518,2832,1,1,
202122,520,0.559467919,2,2,
202122,520,3.669014085,3,2,
202122,520,4.241001565,1,2,
202122,520,715,2,1,
202122,520,4689,3,1,
202122,520,5420,1,1,
202122,522,1.63002681,3,2,
202122,522,1.903485255,2,2,
202122,522,4.400134048,1,2,
202122,522,2432,3,1,
202122,522,2840,2,1,
202122,522,6565,1,1,
202122,524,0.285444234,3,2,
202122,524,3.135160681,2,2,
202122,524,4.232514178,1,2,
202122,524,302,3,1,
202122,524,3317,2,1,
202122,524,4478,1,1,
202122,526,2.269058296,2,2,
202122,526,3.883408072,1,2,
202122,526,10.93273543,3,2,
202122,526,506,2,1,
202122,526,866,1,1,
202122,526,2438,3,1,
202122,528,1.795396419,3,2,
202122,528,2.781329923,2,2,
202122,528,4.847826087,1,2,
202122,528,1404,3,1,
202122,528,2175,2,1,
202122,528,3791,1,1,
202122,530,1.28245893,2,2,
202122,530,2.806571277,3,2,
202122,530,4.463698993,1,2,
202122,530,2420,2,1,
202122,530,5296,3,1,
202122,530,8423,1,1,
202122,532,0.266789328,3,2,
202122,532,0.40800368,2,2,
202122,532,2.30450782,1,2,
202122,532,580,3,1,
202122,532,887,2,1,
202122,532,5010,1,1,
202122,534,0.944687045,3,2,
202122,534,3.530325085,2,2,
202122,534,4.797185832,1,2,
202122,534,1947,3,1,
202122,534,7276,2,1,
202122,534,9887,1,1,
202122,536,1.55678509,2,2,
202122,536,1.786837507,3,2,
202122,536,5.853232382,1,2,
202122,536,2673,2,1,
202122,536,3068,3,1,
202122,536,10050,1,1,
202122,538,0.398086124,2,2,
202122,538,0.589473684,3,2,
202122,538,4.789473684,1,2,
202122,538,416,2,1,
202122,538,616,3,1,
202122,538,5005,1,1,
202122,540,0.446131387,3,2,
202122,540,1.133722628,2,2,
202122,540,4.03620438,1,2,
202122,540,1528,3,1,
202122,540,3883,2,1,
202122,540,13824,1,1,
202122,542,1.254699248,2,2,
202122,542,3.70112782,1,2,
202122,542,1335,2,1,
202122,542,3938,1,1,
202122,544,0.521806252,2,2,
202122,544,1.763025859,3,2,
202122,544,2.87881127,1,2,
202122,544,1352,2,1,
202122,544,4568,3,1,
202122,544,7459,1,1,
202122,545,0.517102616,3,2,
202122,545,3.010060362,2,2,
202122,545,5.216297787,1,2,
202122,545,514,3,1,
202122,545,2992,2,1,
202122,545,5185,1,1,
202122,546,1.135227273,2,2,
202122,546,2.789772727,3,2,
202122,546,5.323863636,1,2,
202122,546,999,2,1,
202122,546,2455,3,1,
202122,546,4685,1,1,
202122,548,0.907775769,2,2,
202122,548,1.985533454,3,2,
202122,548,4.453887884,1,2,
202122,548,502,2,1,
202122,548,1098,3,1,
202122,548,2463,1,1,
202122,550,0.114468539,3,2,
202122,550,1.505154639,2,2,
202122,550,3.225737647,1,2,
202122,550,322,3,1,
202122,550,4234,2,1,
202122,550,9074,1,1,
202122,552,0.306291772,3,2,
202122,552,1.96681263,2,2,
202122,552,4.396635169,1,2,
202122,552,1329,3,1,
202122,552,8534,2,1,
202122,552,19077,1,1,
202122,596,1.060637144,3,2,a
202122,596,1.507751824,2,2,a
202122,596,4.030567686,1,2,a
202122,596,36190,3,1,t
202122,596,51446,2,1,t
202122,596,137527,1,1,t
202223,512,1.442546584,2,2,
202223,512,1.563664596,3,2,
202223,512,3.220496894,1,2,
202223,512,929,2,1,
202223,512,1007,3,1,
202223,512,2074,1,1,
202223,514,0.358134921,3,2,
202223,514,2.516865079,2,2,
202223,514,4.668650794,1,2,
202223,514,361,3,1,
202223,514,2537,2,1,
202223,514,4706,1,1,
202223,516,0,3,1,
202223,516,0,3,2,
202223,516,0.554274736,2,2,
202223,516,2.02209414,1,2,
202223,516,577,2,1,
202223,516,2105,1,1,
202223,518,1.423037717,3,2,
202223,518,1.462793068,2,2,
202223,518,3.708460754,1,2,
202223,518,1396,3,1,
202223,518,1435,2,1,
202223,518,3638,1,1,
202223,520,0.634974533,2,2,
202223,520,3.089983022,3,2,
202223,520,3.984719864,1,2,
202223,520,748,2,1,
202223,520,3640,3,1,
202223,520,4694,1,1,
202223,522,1.338186631,3,2,
202223,522,2.117140966,2,2,
202223,522,4.140966248,1,2,
202223,522,2022,3,1,
202223,522,3199,2,1,
202223,522,6257,1,1,
202223,524,0.622197309,3,2,
202223,524,2.600896861,2,2,
202223,524,4.40470852,1,2,
202223,524,555,3,1,
202223,524,2320,2,1,
202223,524,3929,1,1,
202223,526,1.325991189,2,2,
202223,526,1.537444934,1,2,
202223,526,2.40969163,3,2,
202223,526,301,2,1,
202223,526,349,1,1,
202223,526,547,3,1,
202223,528,0.751020408,3,2,
202223,528,2.137755102,2,2,
202223,528,3.610204082,1,2,
202223,528,736,3,1,
202223,528,2095,2,1,
202223,528,3538,1,1,
202223,530,0.962170234,2,2,
202223,530,1.910403186,3,2,
202223,530,3.879542061,1,2,
202223,530,1933,2,1,
202223,530,3838,3,1,
202223,530,7794,1,1,
202223,532,0.651546392,3,2,
202223,532,0.991408935,2,2,
202223,532,4.136769759,1,2,
202223,532,1896,3,1,
202223,532,2885,2,1,
202223,532,12038,1,1,
202223,534,1.249266862,3,2,
202223,534,3.397849462,2,2,
202223,534,3.987781036,1,2,
202223,534,2556,3,1,
202223,534,6952,2,1,
202223,534,8159,1,1,
202223,536,1.689164087,3,2,
202223,536,2.101547988,2,2,
202223,536,5.318885449,1,2,
202223,536,2728,3,1,
202223,536,3394,2,1,
202223,536,8590,1,1,
202223,538,0.470808383,2,2,
202223,538,0.564371257,3,2,
202223,538,3.970808383,1,2,
202223,538,629,2,1,
202223,538,754,3,1,
202223,538,5305,1,1,
202223,540,0.346415489,3,2,
202223,540,1.217948718,2,2,
202223,540,4.093406593,1,2,
202223,540,1324,3,1,
202223,540,4655,2,1,
202223,540,15645,1,1,
202223,542,0,3,1,
202223,542,0,3,2,
202223,542,2.177474403,2,2,
202223,542,3.782707622,1,2,
202223,542,1914,2,1,
202223,542,3325,1,1,
202223,544,0.750191865,2,2,
202223,544,1.415579432,1,2,
202223,544,2.0514198,3,2,
202223,544,1955,2,1,
202223,544,3689,1,1,
202223,544,5346,3,1,
202223,545,0.333333333,3,2,
202223,545,2.928714859,1,2,
202223,545,4.932730924,2,2,
202223,545,332,3,1,
202223,545,2917,1,1,
202223,545,4913,2,1,
202223,546,1.329301075,3,2,
202223,546,1.545698925,1,2,
202223,546,1.696908602,2,2,
202223,546,1978,3,1,
202223,546,2300,1,1,
202223,546,2525,2,1,
202223,548,1.159827214,2,2,
202223,548,3.602591793,3,2,
202223,548,5.738660907,1,2,
202223,548,537,2,1,
202223,548,1668,3,1,
202223,548,2657,1,1,
202223,550,0.156521739,3,2,
202223,550,1.130434783,2,2,
202223,550,1.585921325,1,2,
202223,550,378,3,1,
202223,550,2730,2,1,
202223,550,3830,1,1,
202223,552,3.45E-02,3,2,
202223,552,2.000228206,2,2,
202223,552,4.005705157,1,2,
202223,552,151,3,1,
202223,552,8765,2,1,
202223,552,17553,1,1,
202223,596,0.93745237,3,2,a
202223,596,1.635044737,2,2,a
202223,596,3.53077987,1,2,a
202223,596,33213,3,1,t
202223,596,57928,2,1,t
202223,596,125092,1,1,t